base_hp_config,subject,pool_type,train_loss_mean,train_acc_mean,val_loss_mean,val_acc_mean,test_loss_mean,test_acc_mean,train_loss_std,train_acc_std,val_loss_std,val_acc_std,test_loss_std,test_acc_std
bs128_lr0.0001_distAE_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,9,single,0.28148806691169737,0.9786666666666667,0.478598028421402,0.8640000000000001,1.0626802086830138,0.616,0.08336346711132149,0.014013882006385312,0.04455508375181902,0.03286335345030998,0.11211969911498759,0.03714835124201341
bs128_lr0.0001_distAE_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,10,pooled,0.8308972716331482,0.8747777777777778,1.3470695257186889,0.466,1.29149386882782,0.484,0.2959726101734785,0.007217947452849633,0.06788738760643034,0.04393176527297759,0.07926459148542582,0.027928480087537882
bs128_lr0.0001_distAE_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,10,single,0.4063127517700195,0.9396666666666667,1.464540672302246,0.382,1.4650806188583374,0.36,0.1287147657711526,0.021902562001332726,0.08447306827691096,0.05630275304103698,0.08826938295880424,0.04636809247747852
bs128_lr0.0001_distAE_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,pooled,0.20503429174423213,0.9866666666666667,1.1771326065063477,0.556,1.0432894229888916,0.584,0.09237854300542248,0.01060660171779818,0.09408914461762163,0.04393176527297757,0.06412789299166019,0.0403732584763727
bs128_lr0.0001_distAE_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,single,0.20503429174423213,0.9866666666666667,1.1771326065063477,0.556,1.0432894229888916,0.584,0.09237854300542248,0.01060660171779818,0.09408914461762163,0.04393176527297757,0.06412789299166019,0.0403732584763727
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,pooled,0.7679084360599517,0.7254166666666666,0.8818002104759216,0.664,0.7340240716934204,0.712,0.1886352722467271,0.09013962452618841,0.030882035207554146,0.019493588689617848,0.030301867601152437,0.019235384061671384
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,single,0.49395243525505067,0.9213333333333333,1.1333170413970948,0.5980000000000001,0.9531527280807495,0.64,0.16338920801098816,0.05181966593657062,0.0642607536185083,0.04868264577855234,0.046350317302435384,0.05099019513592786
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,pooled,0.7743211627006531,0.8512222222222222,1.266384220123291,0.512,0.8465233683586121,0.74,0.3669483853768143,0.0024024164789377424,0.09415661431446215,0.09833615815151618,0.15396177424834356,0.03464101615137755
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,single,0.7264948666095734,0.7779999999999999,1.485689067840576,0.38,1.2115428566932678,0.5700000000000001,0.5666314038127873,0.31674209627953714,0.1871892075343077,0.14611639196202456,0.29967245380348173,0.19962464777677133
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,3,pooled,0.6697188735008239,0.8397777777777777,1.4104865550994874,0.43,1.4948355197906493,0.37,0.2967093995996838,0.08392530482591921,0.04345933458148645,0.030822070014844855,0.08165286520071133,0.04123105625617662
